date,total_transactions,total_amount,avg_amount,fraud_count,fraud_rate,avg_fraud_score,max_fraud_score
2010-03-20,21,925.31,44.0624,0,0.0,0.0801,0.4631
2010-03-21,31,914.92,29.5135,0,0.0,0.0596,0.2384
2010-03-22,23,995.2,43.2696,0,0.0,0.0311,0.147
2010-03-23,18,565.01,31.3894,0,0.0,0.0332,0.1853
2010-03-24,22,3190.9,145.0409,0,0.0,0.0818,0.3739
2010-03-25,24,1001.57,41.7321,0,0.0,0.0649,0.2542
2010-03-26,14,619.84,44.2743,0,0.0,0.0691,0.3419
2010-03-27,26,1290.94,49.6515,0,0.0,0.0896,0.3704
2010-03-28,25,1322.46,52.8984,0,0.0,0.0679,0.3741
2010-03-29,32,1372.35,42.8859,0,0.0,0.0408,0.1866
2010-03-30,20,673.75,33.6875,0,0.0,0.0422,0.146
2010-03-31,24,1504.52,62.6883,0,0.0,0.0354,0.2607
2010-04-01,22,584.9,26.5864,0,0.0,0.048,0.236
2010-04-02,20,588.71,29.4355,0,0.0,0.041,0.1253
2010-04-03,16,690.13,43.1331,0,0.0,0.0638,0.2547
2010-04-04,30,973.98,32.466,0,0.0,0.0444,0.1391
2010-04-05,25,999.26,39.9704,0,0.0,0.057,0.2338
2010-04-06,28,1645.25,58.7589,0,0.0,0.0532,0.2384
2010-04-07,28,1243.77,44.4204,0,0.0,0.0278,0.1879
2010-04-08,31,1851.12,59.7135,0,0.0,0.0422,0.2371
2010-04-09,28,995.3,35.5464,0,0.0,0.0375,0.1263
2010-04-10,23,766.07,33.3074,0,0.0,0.0708,0.3028
2010-04-11,20,674.14,33.707,0,0.0,0.0383,0.1306
2010-04-12,34,567.9,16.7029,0,0.0,0.0402,0.2028
2010-04-13,30,939.41,31.3137,0,0.0,0.0317,0.1284
2010-04-14,24,662.4,27.6,0,0.0,0.0585,0.4937
2010-04-15,21,573.77,27.3224,0,0.0,0.0427,0.4054
2010-04-16,16,607.24,37.9525,0,0.0,0.059,0.2143
2010-04-17,33,863.26,26.1594,0,0.0,0.0784,0.6681
2010-04-18,26,1028.06,39.5408,0,0.0,0.0457,0.2877
2010-04-19,30,1266.32,42.2107,0,0.0,0.0606,0.5565
2010-04-20,24,1180.72,49.1967,0,0.0,0.0292,0.1302
2010-04-21,21,583.75,27.7976,1,0.07692307692307693,0.0351,0.2311
2010-04-22,26,1019.74,39.2208,0,0.0,0.0448,0.1248
2010-04-23,28,1622.96,57.9629,0,0.0,0.058,0.499
2010-04-24,31,1773.3,57.2032,0,0.0,0.0408,0.1797
2010-04-25,23,1169.54,50.8496,0,0.0,0.092,0.3217
2010-04-26,27,1104.85,40.9204,0,0.0,0.0368,0.1358
2010-04-27,19,-121.0,-6.3684,0,0.0,0.0423,0.2176
2010-04-28,28,1002.18,35.7921,0,0.0,0.0276,0.1971
2010-04-29,28,718.0,25.6429,0,0.0,0.0404,0.1458
2010-04-30,20,1060.46,53.023,0,0.0,0.0631,0.3295
2010-05-01,19,1092.81,57.5163,0,0.0,0.0678,0.5201
2010-05-02,30,1246.93,41.5643,0,0.0,0.0541,0.1882
2010-05-03,23,1037.89,45.1257,0,0.0,0.0347,0.1792
2010-05-04,25,1184.9,47.396,0,0.0,0.0269,0.1049
2010-05-05,21,1173.71,55.891,0,0.0,0.0457,0.1698
2010-05-06,26,692.96,26.6523,0,0.0,0.0438,0.1687
2010-05-07,17,435.94,25.6435,0,0.0,0.0384,0.1781
2010-05-08,19,930.16,48.9558,0,0.0,0.0447,0.1243
2010-05-09,39,1821.91,46.7156,0,0.0,0.0633,0.3298
2010-05-10,29,1030.3,35.5276,0,0.0,0.0445,0.5747
2010-05-11,30,1677.48,55.916,0,0.0,0.0247,0.1479
2010-05-12,20,1180.51,59.0255,0,0.0,0.068,0.4996
2010-05-13,39,1814.57,46.5274,0,0.0,0.0476,0.2725
2010-05-14,24,1262.99,52.6246,0,0.0,0.0695,0.4747
2010-05-15,29,1701.42,58.6697,0,0.0,0.0828,0.3435
2010-05-16,25,850.5,34.02,0,0.0,0.0335,0.1183
2010-05-17,26,1127.38,43.3608,1,0.05555555555555555,0.0659,0.6403
2010-05-18,29,1016.14,35.0393,0,0.0,0.0734,0.6378
2010-05-19,28,1218.37,43.5132,0,0.0,0.0227,0.0982
2010-05-20,28,1906.89,68.1032,0,0.0,0.0394,0.2656
2010-05-21,30,1623.72,54.124,0,0.0,0.0502,0.2908
2010-05-22,20,1624.42,81.221,0,0.0,0.082,0.5148
2010-05-23,25,2016.68,80.6672,0,0.0,0.0636,0.2308
2010-05-24,23,772.01,33.5657,0,0.0,0.0468,0.2608
2010-05-25,29,1263.02,43.5524,0,0.0,0.0347,0.1757
2010-05-26,29,1042.62,35.9524,0,0.0,0.0471,0.2343
2010-05-27,15,308.23,20.5487,0,0.0,0.0698,0.2577
2010-05-28,17,1266.33,74.49,1,0.08333333333333333,0.0924,0.5993
2010-05-29,19,-148.9,-7.8368,0,0.0,0.0316,0.138
2010-05-30,20,395.33,19.7665,0,0.0,0.0361,0.1273
2010-05-31,22,1156.31,52.5595,0,0.0,0.0322,0.2042
2010-06-01,30,1622.68,54.0893,0,0.0,0.0417,0.2327
2010-06-02,12,192.55,16.0458,0,0.0,0.0489,0.1695
2010-06-03,23,766.57,33.3291,0,0.0,0.0462,0.4461
2010-06-04,25,1100.99,44.0396,1,0.05,0.0317,0.1308
2010-06-05,15,1037.23,69.1487,0,0.0,0.0426,0.1598
2010-06-06,35,918.51,26.2431,0,0.0,0.0412,0.1944
2010-06-07,29,878.08,30.2786,0,0.0,0.048,0.5867
2010-06-08,22,1060.64,48.2109,0,0.0,0.0665,0.3316
2010-06-09,24,2368.94,98.7058,0,0.0,0.0874,0.2856
2010-06-10,38,1809.45,47.6171,0,0.0,0.0481,0.2727
2010-06-11,30,1241.18,41.3727,0,0.0,0.0496,0.3515
2010-06-12,28,-53.66,-1.9164,0,0.0,0.0503,0.1758
2010-06-13,21,1660.21,79.0576,0,0.0,0.0458,0.1808
2010-06-14,28,1437.65,51.3446,0,0.0,0.0218,0.0884
2010-06-15,24,1089.26,45.3858,0,0.0,0.0337,0.1175
2010-06-16,23,983.51,42.7613,0,0.0,0.0595,0.4924
2010-06-17,26,2031.23,78.1242,0,0.0,0.0662,0.3918
2010-06-18,23,1065.61,46.3309,0,0.0,0.1003,0.4492
2010-06-19,18,727.49,40.4161,0,0.0,0.0682,0.2699
2010-06-20,19,845.43,44.4963,0,0.0,0.0748,0.3462
2010-06-21,21,1094.57,52.1224,0,0.0,0.0846,0.4922
2010-06-22,43,2015.85,46.8802,0,0.0,0.0349,0.1686
2010-06-23,22,251.52,11.4327,0,0.0,0.0375,0.3131
2010-06-24,35,1460.98,41.7423,0,0.0,0.0662,0.4013
2010-06-25,22,2011.34,91.4245,0,0.0,0.0625,0.3693
2010-06-26,28,1659.2,59.2571,0,0.0,0.0714,0.5206
2010-06-27,21,323.05,15.3833,0,0.0,0.0162,0.0705
2010-06-28,24,838.28,34.9283,0,0.0,0.0649,0.3477
2010-06-29,30,1034.28,34.476,0,0.0,0.0514,0.2658
2010-06-30,25,1661.03,66.4412,0,0.0,0.0552,0.3024
2010-07-01,27,1709.43,63.3122,0,0.0,0.0576,0.2622
2010-07-02,20,578.03,28.9015,0,0.0,0.0422,0.2033
2010-07-03,26,741.13,28.505,0,0.0,0.0338,0.1352
2010-07-04,23,1022.43,44.4535,0,0.0,0.0456,0.3402
2010-07-05,18,639.48,35.5267,0,0.0,0.029,0.1106
2010-07-06,23,878.2,38.1826,0,0.0,0.0516,0.3743
2010-07-07,34,1136.06,33.4135,0,0.0,0.0332,0.1529
2010-07-08,25,1412.83,56.5132,0,0.0,0.0325,0.1724
2010-07-09,28,1061.3,37.9036,0,0.0,0.0363,0.1857
2010-07-10,21,762.83,36.3252,0,0.0,0.0424,0.1446
2010-07-11,23,694.76,30.207,0,0.0,0.0318,0.2191
2010-07-12,27,2089.88,77.403,0,0.0,0.0752,0.4028
2010-07-13,34,1131.05,33.2662,0,0.0,0.0277,0.1404
2010-07-14,26,1088.47,41.8642,0,0.0,0.0267,0.1072
2010-07-15,19,524.97,27.63,0,0.0,0.0206,0.1076
2010-07-16,24,831.35,34.6396,0,0.0,0.0544,0.1785
2010-07-17,29,1238.05,42.6914,0,0.0,0.0605,0.2208
2010-07-18,22,624.79,28.3995,0,0.0,0.0301,0.1881
2010-07-19,24,983.4,40.975,0,0.0,0.0653,0.275
2010-07-20,26,1161.25,44.6635,0,0.0,0.0642,0.3081
2010-07-21,21,754.05,35.9071,0,0.0,0.0649,0.2193
2010-07-22,29,1430.94,49.3428,0,0.0,0.0345,0.21
2010-07-23,19,690.22,36.3274,0,0.0,0.0441,0.1816
2010-07-24,27,1133.43,41.9789,0,0.0,0.0659,0.2556
2010-07-25,28,1523.89,54.4246,0,0.0,0.0719,0.3821
2010-07-26,28,882.4,31.5143,0,0.0,0.0448,0.3214
2010-07-27,26,1000.81,38.4927,0,0.0,0.0548,0.357
2010-07-28,31,1863.74,60.1206,0,0.0,0.0784,0.6021
2010-07-29,22,271.32,12.3327,0,0.0,0.033,0.124
2010-07-30,18,683.48,37.9711,0,0.0,0.0622,0.5086
2010-07-31,22,951.26,43.2391,0,0.0,0.0733,0.4406
2010-08-01,32,1362.0,42.5625,0,0.0,0.0401,0.2017
2010-08-02,24,764.98,31.8742,0,0.0,0.0306,0.1215
2010-08-03,16,426.89,26.6806,0,0.0,0.0415,0.166
2010-08-04,26,1189.39,45.7458,0,0.0,0.0533,0.2305
2010-08-05,33,1143.4,34.6485,0,0.0,0.038,0.2324
2010-08-06,23,1144.69,49.7691,0,0.0,0.0514,0.2791
2010-08-07,22,1400.72,63.6691,0,0.0,0.0856,0.65
2010-08-08,20,1137.54,56.877,0,0.0,0.0292,0.1311
2010-08-09,23,550.0,23.913,0,0.0,0.0374,0.2148
2010-08-10,18,716.69,39.8161,0,0.0,0.032,0.1248
2010-08-11,32,753.91,23.5597,0,0.0,0.0705,0.3957
2010-08-12,28,851.16,30.3986,0,0.0,0.0412,0.2329
2010-08-13,18,298.06,16.5589,0,0.0,0.0333,0.1661
2010-08-14,30,1918.74,63.958,0,0.0,0.0514,0.3908
2010-08-15,23,387.45,16.8457,0,0.0,0.0497,0.4261
2010-08-16,32,885.84,27.6825,0,0.0,0.0428,0.2299
2010-08-17,15,421.49,28.0993,0,0.0,0.0309,0.1702
2010-08-18,22,944.28,42.9218,0,0.0,0.0418,0.2132
2010-08-19,30,1101.04,36.7013,0,0.0,0.0681,0.2636
2010-08-20,25,777.04,31.0816,0,0.0,0.0342,0.1527
2010-08-21,26,1397.29,53.7419,0,0.0,0.0505,0.1941
2010-08-22,20,1610.74,80.537,0,0.0,0.0285,0.1079
2010-08-23,31,1609.57,51.9216,0,0.0,0.0422,0.207
2010-08-24,28,546.76,19.5271,0,0.0,0.0478,0.2502
2010-08-25,24,1755.41,73.1421,0,0.0,0.0568,0.4085
2010-08-26,22,685.93,31.1786,0,0.0,0.0227,0.0872
2010-08-27,38,2852.11,75.0555,0,0.0,0.0673,0.4956
2010-08-28,20,1200.82,60.041,0,0.0,0.1018,0.7274
2010-08-29,27,676.13,25.0419,0,0.0,0.0442,0.3308
2010-08-30,32,1110.14,34.6919,0,0.0,0.0495,0.2731
2010-08-31,39,1741.21,44.6464,0,0.0,0.0427,0.305
2010-09-01,23,744.62,32.3748,0,0.0,0.0286,0.1606
2010-09-02,32,1936.34,60.5106,0,0.0,0.0498,0.3187
2010-09-03,18,970.63,53.9239,0,0.0,0.077,0.5388
2010-09-04,29,1275.19,43.9721,0,0.0,0.0379,0.1509
2010-09-05,22,695.5,31.6136,0,0.0,0.0274,0.2303
2010-09-06,32,1192.95,37.2797,1,0.047619047619047616,0.0831,0.7576
2010-09-07,26,2276.17,87.545,0,0.0,0.0427,0.181
2010-09-08,24,1614.91,67.2879,0,0.0,0.0375,0.2512
2010-09-09,28,1334.82,47.6721,0,0.0,0.0343,0.1543
2010-09-10,18,246.56,13.6978,0,0.0,0.049,0.1739
2010-09-11,32,1924.55,60.1422,0,0.0,0.0588,0.4825
2010-09-12,27,790.74,29.2867,0,0.0,0.0918,0.6832
2010-09-13,27,1434.69,53.1367,0,0.0,0.049,0.579
2010-09-14,36,1517.31,42.1475,0,0.0,0.0493,0.3797
2010-09-15,26,1020.75,39.2596,0,0.0,0.0457,0.2195
2010-09-16,28,1049.1,37.4679,0,0.0,0.0409,0.2577
2010-09-17,22,4489.33,204.0605,1,0.0625,0.0923,0.6241
2010-09-18,24,1072.59,44.6912,0,0.0,0.0567,0.2198
2010-09-19,12,582.51,48.5425,0,0.0,0.0356,0.1401
2010-09-20,26,647.35,24.8981,0,0.0,0.0402,0.2907
2010-09-21,33,1778.34,53.8891,0,0.0,0.0891,0.5421
2010-09-22,25,1249.49,49.9796,0,0.0,0.0606,0.4848
2010-09-23,26,1569.07,60.3488,0,0.0,0.0421,0.2269
2010-09-24,19,764.73,40.2489,0,0.0,0.0487,0.2366
2010-09-25,37,2385.09,64.4619,0,0.0,0.0544,0.3372
2010-09-26,26,1146.36,44.0908,0,0.0,0.0667,0.3121
2010-09-27,20,590.53,29.5265,0,0.0,0.0293,0.0944
2010-09-28,40,2219.48,55.487,0,0.0,0.0523,0.1746
2010-09-29,31,487.7,15.7323,0,0.0,0.0485,0.4099
2010-09-30,25,670.82,26.8328,0,0.0,0.0554,0.2416
2010-10-01,22,839.47,38.1577,0,0.0,0.0648,0.3499
2010-10-02,28,820.87,29.3168,0,0.0,0.0301,0.1339
2010-10-03,23,902.97,39.2596,0,0.0,0.0681,0.3855
2010-10-04,25,776.54,31.0616,0,0.0,0.0509,0.5044
2010-10-05,25,947.89,37.9156,0,0.0,0.0482,0.2822
2010-10-06,27,1156.03,42.8159,0,0.0,0.0396,0.2825
2010-10-07,22,728.88,33.1309,0,0.0,0.0302,0.1643
2010-10-08,17,457.36,26.9035,0,0.0,0.1301,0.6215
2010-10-09,30,682.96,22.7653,0,0.0,0.0614,0.3883
2010-10-10,32,1197.36,37.4175,0,0.0,0.0329,0.2682
2010-10-11,24,1031.39,42.9746,0,0.0,0.037,0.2488
2010-10-12,33,1516.57,45.9567,0,0.0,0.0762,0.4683
2010-10-13,26,987.65,37.9865,0,0.0,0.0469,0.1789
2010-10-14,33,1385.07,41.9718,0,0.0,0.0536,0.2401
2010-10-15,28,1389.39,49.6211,0,0.0,0.0611,0.3817
2010-10-16,34,1148.25,33.7721,0,0.0,0.055,0.4092
2010-10-17,21,378.11,18.0052,0,0.0,0.0769,0.4466
2010-10-18,27,1501.04,55.5941,0,0.0,0.0458,0.3693
2010-10-19,29,1321.81,45.5797,0,0.0,0.0645,0.4485
2010-10-20,36,1563.83,43.4397,0,0.0,0.0472,0.3407
2010-10-21,24,711.42,29.6425,0,0.0,0.0479,0.1704
2010-10-22,24,827.68,34.4867,0,0.0,0.0808,0.5907
2010-10-23,24,191.26,7.9692,0,0.0,0.0564,0.1918
2010-10-24,23,990.55,43.0674,0,0.0,0.0416,0.2235
2010-10-25,41,1785.37,43.5456,0,0.0,0.046,0.4517
2010-10-26,23,628.34,27.3191,0,0.0,0.0364,0.2081
2010-10-27,24,995.88,41.495,0,0.0,0.0564,0.3842
2010-10-28,32,2136.57,66.7678,0,0.0,0.0596,0.3242
2010-10-29,19,1214.78,63.9358,0,0.0,0.0716,0.3449
2010-10-30,19,607.73,31.9858,0,0.0,0.0723,0.3151
2010-10-31,29,1517.06,52.3124,0,0.0,0.0584,0.2665
2010-11-01,25,933.72,37.3488,0,0.0,0.0722,0.3362
2010-11-02,38,2069.64,54.4642,0,0.0,0.0394,0.3372
2010-11-03,32,1440.61,45.0191,0,0.0,0.0672,0.4672
2010-11-04,24,1414.35,58.9312,0,0.0,0.029,0.179
2010-11-05,29,1138.23,39.2493,1,0.058823529411764705,0.0672,0.7208
2010-11-06,29,968.89,33.41,0,0.0,0.0646,0.3746
2010-11-07,32,2127.29,66.4778,0,0.0,0.049,0.2186
2010-11-08,15,344.97,22.998,0,0.0,0.0242,0.1008
2010-11-09,30,1312.25,43.7417,0,0.0,0.0304,0.1484
2010-11-10,22,1110.68,50.4855,0,0.0,0.0287,0.2207
2010-11-11,27,1407.55,52.1315,0,0.0,0.036,0.1604
2010-11-12,20,857.73,42.8865,0,0.0,0.0575,0.4644
2010-11-13,32,2316.26,72.3831,0,0.0,0.0431,0.1458
2010-11-14,23,866.51,37.6743,0,0.0,0.0536,0.6487
2010-11-15,38,1116.92,29.3926,0,0.0,0.0455,0.3184
2010-11-16,41,1527.12,37.2468,0,0.0,0.0593,0.5504
2010-11-17,31,930.75,30.0242,0,0.0,0.0365,0.2567
2010-11-18,38,1570.04,41.3168,0,0.0,0.0523,0.4904
2010-11-19,19,998.73,52.5647,1,0.09090909090909091,0.0824,0.5697
2010-11-20,13,719.29,55.33,0,0.0,0.0615,0.1992
2010-11-21,28,1230.41,43.9432,0,0.0,0.035,0.1586
2010-11-22,20,655.95,32.7975,0,0.0,0.061,0.4088
2010-11-23,30,1614.93,53.831,0,0.0,0.0468,0.2364
2010-11-24,31,1222.73,39.4429,0,0.0,0.0592,0.3936
2010-11-25,23,846.77,36.8161,0,0.0,0.0422,0.198
2010-11-26,24,1072.27,44.6779,0,0.0,0.0356,0.1674
2010-11-27,27,1462.35,54.1611,0,0.0,0.0842,0.3848
2010-11-28,23,1062.87,46.2117,0,0.0,0.0599,0.4935
2010-11-29,33,1238.3,37.5242,0,0.0,0.0398,0.2192
2010-11-30,30,589.51,19.6503,0,0.0,0.036,0.2233
2010-12-01,23,1326.21,57.6613,0,0.0,0.0667,0.2275
2010-12-02,31,1348.6,43.5032,0,0.0,0.0687,0.4295
2010-12-03,30,1291.9,43.0633,0,0.0,0.0598,0.3858
2010-12-04,23,859.72,37.3791,0,0.0,0.0782,0.4481
2010-12-05,23,922.68,40.1165,0,0.0,0.0481,0.1395
2010-12-06,24,1132.59,47.1912,0,0.0,0.0288,0.2428
2010-12-07,31,1805.06,58.2277,0,0.0,0.046,0.1492
2010-12-08,23,753.61,32.7657,0,0.0,0.0444,0.491
2010-12-09,22,571.17,25.9623,0,0.0,0.0342,0.2023
2010-12-10,24,1278.75,53.2812,0,0.0,0.0348,0.1693
2010-12-11,19,747.18,39.3253,0,0.0,0.055,0.2778
2010-12-12,26,1072.91,41.2658,0,0.0,0.0447,0.2038
2010-12-13,20,412.13,20.6065,0,0.0,0.0399,0.2251
2010-12-14,37,1497.06,40.4611,0,0.0,0.0631,0.4003
2010-12-15,25,797.23,31.8892,0,0.0,0.0443,0.181
2010-12-16,32,2873.38,89.7931,0,0.0,0.0775,0.5093
2010-12-17,30,1304.14,43.4713,0,0.0,0.0711,0.3929
2010-12-18,19,860.69,45.2995,0,0.0,0.0728,0.326
2010-12-19,30,1369.86,45.662,0,0.0,0.0296,0.1151
2010-12-20,35,1062.09,30.3454,1,0.047619047619047616,0.046,0.5923
2010-12-21,33,2062.49,62.4997,0,0.0,0.0609,0.6095
2010-12-22,32,1596.11,49.8784,0,0.0,0.0507,0.2139
2010-12-23,33,930.35,28.1924,0,0.0,0.0516,0.336
2010-12-24,24,1121.67,46.7363,0,0.0,0.0857,0.3797
2010-12-25,30,952.85,31.7617,0,0.0,0.0408,0.3048
2010-12-26,27,2456.09,90.9663,0,0.0,0.0408,0.2433
2010-12-27,29,363.07,12.5197,0,0.0,0.0271,0.1526
2010-12-28,27,1314.3,48.6778,0,0.0,0.0716,0.5406
2010-12-29,29,1437.02,49.5524,0,0.0,0.0499,0.3482
2010-12-30,22,762.26,34.6482,0,0.0,0.0605,0.4918
2010-12-31,18,487.63,27.0906,0,0.0,0.0444,0.1629
2011-01-01,29,1902.09,65.5893,0,0.0,0.0491,0.273
2011-01-02,21,901.83,42.9443,0,0.0,0.0646,0.3341
2011-01-03,27,1069.74,39.62,0,0.0,0.0415,0.2017
2011-01-04,28,498.44,17.8014,0,0.0,0.0287,0.1289
2011-01-05,37,611.24,16.52,0,0.0,0.0518,0.3236
2011-01-06,18,682.24,37.9022,0,0.0,0.0473,0.265
2011-01-07,26,828.45,31.8635,0,0.0,0.0411,0.21
2011-01-08,24,1344.37,56.0154,0,0.0,0.0444,0.2869
2011-01-09,18,1032.97,57.3872,0,0.0,0.0431,0.3746
2011-01-10,26,1560.23,60.0088,0,0.0,0.0409,0.168
2011-01-11,29,299.92,10.3421,0,0.0,0.0489,0.2658
2011-01-12,29,1515.87,52.2714,0,0.0,0.0407,0.2198
2011-01-13,25,549.41,21.9764,0,0.0,0.0297,0.2028
2011-01-14,34,946.41,27.8356,0,0.0,0.0472,0.4827
2011-01-15,27,2503.55,92.7241,0,0.0,0.0452,0.27
2011-01-16,27,1224.26,45.343,0,0.0,0.0666,0.3237
2011-01-17,21,116.06,5.5267,0,0.0,0.0291,0.1344
2011-01-18,26,1293.4,49.7462,0,0.0,0.0366,0.1976
2011-01-19,26,1136.66,43.7177,0,0.0,0.0712,0.2872
2011-01-20,30,1450.07,48.3357,0,0.0,0.0473,0.1913
2011-01-21,29,1205.41,41.5659,0,0.0,0.0597,0.2823
2011-01-22,29,1063.11,36.659,0,0.0,0.0495,0.227
2011-01-23,22,859.28,39.0582,0,0.0,0.0563,0.1992
2011-01-24,25,676.44,27.0576,0,0.0,0.0547,0.4187
2011-01-25,29,1276.04,44.0014,0,0.0,0.0447,0.1411
2011-01-26,25,1260.11,50.4044,0,0.0,0.0461,0.2075
2011-01-27,24,1329.59,55.3996,0,0.0,0.0595,0.334
2011-01-28,32,971.65,30.3641,0,0.0,0.0497,0.42
2011-01-29,24,1791.82,74.6592,0,0.0,0.1123,0.5483
2011-01-30,27,1894.42,70.1637,0,0.0,0.0712,0.6958
2011-01-31,27,989.81,36.6596,0,0.0,0.0419,0.1667
2011-02-01,21,1049.15,49.9595,0,0.0,0.0553,0.2056
2011-02-02,29,1365.2,47.0759,0,0.0,0.0348,0.1528
2011-02-03,34,1093.18,32.1524,0,0.0,0.0279,0.1955
2011-02-04,41,1436.85,35.0451,0,0.0,0.0778,0.6223
2011-02-05,30,885.83,29.5277,0,0.0,0.0372,0.3921
2011-02-06,20,1308.56,65.428,0,0.0,0.0629,0.5758
2011-02-07,18,573.46,31.8589,0,0.0,0.0265,0.1195
2011-02-08,27,1079.37,39.9767,0,0.0,0.0369,0.168
