merchant_id,tx_count,total_volume,avg_amount,fraud_count,fraud_rate,avg_fraud_score,max_fraud_score,unique_users
1344,3,64.0,21.3333,0,0.0,0.0855,0.1349,3
1359,1,29.93,29.93,False,0.0,0.0707,0.0707,1
1361,1,16.36,16.36,False,0.0,0.0599,0.0599,1
1364,2,54.02,27.01,False,0.0,0.1024,0.1309,2
1385,2,50.81,25.405,0,0.0,0.0722,0.0814,1
1399,2,116.26,58.13,False,0.0,0.0592,0.0617,1
1408,2,98.3,49.15,0,0.0,0.0691,0.1196,1
1426,1,101.8,101.8,0,,0.0158,0.0158,1
1428,1,20.45,20.45,False,0.0,0.1438,0.1438,1
1447,2,100.7,50.35,0,0.0,0.0135,0.0187,1
1453,1,117.87,117.87,0,,0.1862,0.1862,1
1463,2,75.63,37.815,0,0.0,0.0922,0.0951,1
1476,1,8.11,8.11,False,0.0,0.0714,0.0714,1
1482,1,124.79,124.79,False,0.0,0.1599,0.1599,1
1495,1,25.38,25.38,False,0.0,0.0499,0.0499,1
1509,3,28.52,9.5067,0,0.0,0.0878,0.0929,2
1517,1,244.04,244.04,0,,0.1281,0.1281,1
1518,2,230.62,115.31,0,0.0,0.0238,0.0381,1
1530,1,85.28,85.28,0,,0.0621,0.0621,1
1553,1,11.31,11.31,False,0.0,0.0286,0.0286,1
1554,2,25.48,12.74,False,0.0,0.0803,0.1161,1
1557,1,220.9,220.9,0,,0.0604,0.0604,1
1572,2,29.55,14.775,False,0.0,0.0168,0.0246,1
1580,3,70.64,23.5467,False,0.0,0.0554,0.0803,1
1581,1,10.44,10.44,False,0.0,0.0193,0.0193,1
1596,1,21.75,21.75,False,0.0,0.1569,0.1569,1
1605,1,14.41,14.41,False,0.0,0.0098,0.0098,1
1612,1,49.38,49.38,False,0.0,0.1976,0.1976,1
1615,1,15.18,15.18,0,,0.1559,0.1559,1
1618,1,76.22,76.22,False,0.0,0.0074,0.0074,1
1629,1,316.0,316.0,False,0.0,0.0289,0.0289,1
1631,12,333.77,27.8142,0,0.0,0.0331,0.0509,1
1639,3,70.58,23.5267,0,0.0,0.0462,0.0762,2
1642,4,203.91,50.9775,0,0.0,0.1351,0.1964,1
1650,1,31.55,31.55,0,,0.0343,0.0343,1
1668,4,0.14,0.035,0,0.0,0.0655,0.0735,1
1689,1,5.45,5.45,0,,0.0912,0.0912,1
1704,1,41.08,41.08,False,0.0,0.0431,0.0431,1
1708,1,129.97,129.97,False,0.0,0.0323,0.0323,1
1710,9,93.02,10.3356,0,0.0,0.0467,0.1028,1
1715,1,19.93,19.93,False,0.0,0.0788,0.0788,1
1722,1,2.37,2.37,False,0.0,0.0441,0.0441,1
1726,2,254.44,127.22,0,0.0,0.3156,0.46,2
1739,3,29.52,9.84,False,0.0,0.0219,0.0238,1
1740,1,13.68,13.68,False,0.0,0.1071,0.1071,1
1743,9,297.69,33.0767,0,0.0,0.0128,0.0265,1
1754,2,24.25,12.125,0,,0.0675,0.1072,2
1766,1,30.94,30.94,False,0.0,0.0951,0.0951,1
1770,8,216.19,27.0238,0,0.0,0.0146,0.0305,1
1782,1,47.55,47.55,0,,0.0228,0.0228,1
1800,4,45.1,11.275,0,0.0,0.0229,0.0743,1
1827,12,1735.12,144.5933,0,0.0,0.0286,0.0605,1
1834,2,286.89,143.445,False,0.0,0.2496,0.2525,1
1841,5,125.0,25.0,0,0.0,0.0308,0.0504,1
1842,1,25.68,25.68,False,0.0,0.0378,0.0378,1
1846,1,158.38,158.38,0,,0.0718,0.0718,1
1854,1,66.76,66.76,False,0.0,0.0532,0.0532,1
1858,1,31.13,31.13,False,0.0,0.071,0.071,1
1859,2,64.04,32.02,0,0.0,0.058,0.071,2
1863,1,29.6,29.6,False,0.0,0.1101,0.1101,1
1864,1,70.39,70.39,0,,0.1016,0.1016,1
1875,1,74.44,74.44,False,0.0,0.1508,0.1508,1
1891,1,26.37,26.37,0,,0.0616,0.0616,1
1897,5,299.32,59.864,0,0.0,0.0492,0.1652,1
1898,3,91.37,30.4567,0,0.0,0.0879,0.1289,2
1903,4,73.62,18.405,0,0.0,0.0483,0.1007,2
1911,3,436.6,145.5333,0,0.0,0.2954,0.4701,2
1926,1,-238.0,-238.0,False,0.0,0.0365,0.0365,1
1927,2,249.55,124.775,0,,0.0639,0.1179,2
1936,1,20.57,20.57,False,0.0,0.0846,0.0846,1
1967,17,673.95,39.6441,0,0.0,0.0357,0.0684,1
1968,1,64.4,64.4,False,0.0,0.0617,0.0617,1
1980,5,360.47,72.094,0,0.0,0.1444,0.2204,3
1982,1,30.46,30.46,False,0.0,0.2152,0.2152,1
2003,5,232.58,46.516,0,0.0,0.0852,0.1858,1
2007,3,157.89,52.63,0,0.0,0.1175,0.1962,2
2013,1,16.91,16.91,False,0.0,0.0443,0.0443,1
2017,1,2.75,2.75,False,0.0,0.065,0.065,1
2026,4,95.51,23.8775,0,0.0,0.0419,0.052,1
2035,1,29.44,29.44,0,,0.1325,0.1325,1
2038,2,59.23,29.615,False,0.0,0.0024,0.0049,1
2044,1,8.98,8.98,False,0.0,0.1569,0.1569,1
2046,2,45.44,22.72,0,,0.0475,0.0655,1
2057,1,65.56,65.56,0,,0.0964,0.0964,1
2066,1,17.35,17.35,False,0.0,0.0153,0.0153,1
2085,10,127.28,12.728,0,0.0,0.0699,0.1375,2
2086,2,25.25,12.625,0,0.0,0.1023,0.1078,1
2091,1,5.4,5.4,False,0.0,0.055,0.055,1
2105,1,25.37,25.37,False,0.0,0.0095,0.0095,1
2121,6,115.53,19.255,0,0.0,0.0401,0.1068,1
2124,2,5.19,2.595,0,0.0,0.082,0.1153,1
2135,3,78.03,26.01,0,0.0,0.0612,0.0979,3
2149,1,141.29,141.29,False,0.0,0.0059,0.0059,1
2156,1,295.27,295.27,0,,0.103,0.103,1
2162,1,186.83,186.83,False,0.0,0.0278,0.0278,1
2172,1,20.03,20.03,False,0.0,0.0812,0.0812,1
2177,187,7026.15,37.573,0,0.0,0.059,0.4215,57
2186,1,106.76,106.76,False,0.0,0.0095,0.0095,1
2205,12,133.17,11.0975,0,0.0,0.016,0.033,1
2206,1,122.0,122.0,False,0.0,0.1469,0.1469,1
2211,1,8.77,8.77,False,0.0,0.0557,0.0557,1
2224,1,13.8,13.8,False,0.0,0.085,0.085,1
2233,1,6.6,6.6,False,0.0,0.0383,0.0383,1
2234,1,122.03,122.03,False,0.0,0.0609,0.0609,1
2240,1,21.77,21.77,False,0.0,0.0833,0.0833,1
2241,5,51.96,10.392,0,0.0,0.0279,0.036,1
2276,1,53.78,53.78,0,,0.0172,0.0172,1
2279,1,24.87,24.87,False,0.0,0.078,0.078,1
2296,1,23.64,23.64,False,0.0,0.1603,0.1603,1
2297,1,325.96,325.96,0,,0.1292,0.1292,1
2298,1,327.4,327.4,False,0.0,0.1325,0.1325,1
2309,8,82.98,10.3725,0,0.0,0.0219,0.0352,1
2313,3,518.44,172.8133,0,0.0,0.2193,0.2529,1
2314,6,334.05,55.675,0,0.0,0.1085,0.1681,2
2319,1,42.53,42.53,False,0.0,0.0458,0.0458,1
2329,6,54.49,9.0817,0,0.0,0.0171,0.0417,1
2330,1,58.56,58.56,0,,0.0639,0.0639,1
2331,2,20.99,10.495,0,0.0,0.0229,0.0366,1
2336,1,45.24,45.24,False,0.0,0.052,0.052,1
2344,5,217.71,43.542,0,0.0,0.0035,0.0176,1
2358,4,52.79,13.1975,0,0.0,0.1056,0.1194,1
2363,6,590.72,98.4533,0,0.0,0.3029,0.5738,4
2366,1,27.2,27.2,0,,0.0085,0.0085,1
2374,2,190.88,95.44,False,0.0,0.0,0.0,1
2381,1,9.48,9.48,False,0.0,0.1141,0.1141,1
2397,1,58.99,58.99,0,,0.0501,0.0501,1
2402,6,64.02,10.67,0,0.0,0.0739,0.1192,3
2411,1,-346.0,-346.0,False,0.0,0.0486,0.0486,1
2414,4,203.19,50.7975,0,0.0,0.0875,0.1264,3
2415,1,12.86,12.86,0,,0.0843,0.0843,1
2427,1,29.07,29.07,False,0.0,0.0713,0.0713,1
2431,1,162.48,162.48,0,,0.0,0.0,1
2490,1,21.03,21.03,False,0.0,0.0503,0.0503,1
2491,2,22.45,11.225,0,,0.0433,0.0516,1
2526,1,207.42,207.42,False,0.0,0.099,0.099,1
2554,2,107.29,53.645,0,,0.0572,0.0768,1
2556,1,12.29,12.29,0,,0.0639,0.0639,1
2579,1,80.73,80.73,False,0.0,0.0851,0.0851,1
2600,3,122.78,40.9267,False,0.0,0.0627,0.0955,1
2611,8,204.31,25.5388,0,0.0,0.0168,0.0288,2
2618,4,509.74,127.435,0,0.0,0.1105,0.2015,2
2620,5,174.71,34.942,0,0.0,0.0409,0.0658,1
2624,1,161.5,161.5,False,0.0,0.1301,0.1301,1
2645,2,120.34,60.17,0,,0.0533,0.0541,1
2651,2,125.53,62.765,0,,0.1412,0.1587,1
2657,1,154.28,154.28,False,0.0,0.21,0.21,1
2669,1,120.99,120.99,False,0.0,0.0756,0.0756,1
2673,1,3.12,3.12,0,,0.0843,0.0843,1
2675,1,23.52,23.52,False,0.0,0.0626,0.0626,1
2680,3,207.12,69.04,0,0.0,0.1357,0.1601,1
2696,1,24.64,24.64,0,,0.0197,0.0197,1
2701,1,479.08,479.08,False,0.0,0.0466,0.0466,1
2703,68,1755.43,25.8151,0,0.0,0.0444,0.1557,29
2709,2,192.12,96.06,0,0.0,0.2011,0.2588,1
2716,1,24.79,24.79,0,,0.0375,0.0375,1
2728,4,431.1,107.775,0,0.0,0.1327,0.2096,3
2729,2,98.29,49.145,False,0.0,0.0525,0.0561,1
2731,1,46.73,46.73,False,0.0,0.0196,0.0196,1
2734,10,860.27,86.027,0,0.0,0.1652,0.3121,1
2739,2,123.27,61.635,False,0.0,0.18,0.215,2
2757,4,166.94,41.735,False,0.0,0.0475,0.0789,1
2765,1,63.76,63.76,False,0.0,0.0604,0.0604,1
2775,4,134.96,33.74,0,0.0,0.0535,0.096,2
2793,4,607.37,151.8425,0,0.0,0.1582,0.2913,1
2795,1,109.5,109.5,False,0.0,0.1545,0.1545,1
2804,1,55.12,55.12,0,,0.0656,0.0656,1
2805,1,225.25,225.25,False,0.0,0.1122,0.1122,1
2819,1,216.14,216.14,False,0.0,0.1588,0.1588,1
2831,4,54.73,13.6825,0,0.0,0.0386,0.0538,1
2836,1,7.12,7.12,0,,0.11,0.11,1
2860,8,548.97,68.6212,0,0.0,0.1017,0.1395,1
2862,3,237.98,79.3267,False,0.0,0.1246,0.1752,1
2867,1,0.45,0.45,False,0.0,0.0861,0.0861,1
2870,1,101.35,101.35,False,0.0,0.0823,0.0823,1
2879,3,302.53,100.8433,0,0.0,0.0451,0.0548,2
2915,1,246.57,246.57,False,0.0,0.0387,0.0387,1
2917,1,15.3,15.3,0,,0.0486,0.0486,1
2925,1,150.61,150.61,0,,0.2469,0.2469,1
2932,1,189.93,189.93,0,,0.016,0.016,1
2948,1,11.86,11.86,False,0.0,0.0555,0.0555,1
2951,1,316.7,316.7,0,,0.0477,0.0477,1
2970,1,68.57,68.57,0,,0.0941,0.0941,1
2982,1,25.88,25.88,False,0.0,0.0884,0.0884,1
2985,2,23.21,11.605,False,0.0,0.0306,0.0438,1
2998,1,12.23,12.23,0,,0.0057,0.0057,1
3004,1,15.19,15.19,False,0.0,0.0373,0.0373,1
3013,1,7.8,7.8,False,0.0,0.0643,0.0643,1
3016,10,64.27,6.427,0,0.0,0.0607,0.111,1
3028,2,143.48,71.74,0,0.0,0.2427,0.3179,2
3033,4,37.22,9.305,0,0.0,0.0329,0.0586,1
3037,2,161.73,80.865,False,0.0,0.0755,0.0943,1
3061,1,47.66,47.66,False,0.0,0.0711,0.0711,1
3062,1,18.47,18.47,False,0.0,0.0442,0.0442,1
3086,1,31.3,31.3,0,,0.108,0.108,1
3088,1,137.14,137.14,False,0.0,0.2264,0.2264,1
3093,1,205.73,205.73,False,0.0,0.1823,0.1823,1
3109,2,140.76,70.38,False,0.0,0.0931,0.1322,2
3112,1,64.96,64.96,False,0.0,0.0452,0.0452,1
3117,1,3.16,3.16,0,,0.068,0.068,1
3122,1,20.76,20.76,0,,0.019,0.019,1
3125,1,151.32,151.32,False,0.0,0.1471,0.1471,1
3127,2,86.69,43.345,0,0.0,0.1027,0.1112,2
3131,1,316.62,316.62,0,,0.0855,0.0855,1
3135,1,6.88,6.88,0,,0.0226,0.0226,1
3137,1,20.33,20.33,0,,0.0472,0.0472,1
3144,1,4.03,4.03,False,0.0,0.0675,0.0675,1
3170,3,130.56,43.52,0,0.0,0.078,0.094,1
3171,1,29.62,29.62,0,,0.0,0.0,1
3174,1,53.57,53.57,0,,0.0136,0.0136,1
3180,1,211.46,211.46,False,0.0,0.2204,0.2204,1
3183,2,159.77,79.885,0,0.0,0.0259,0.038,1
3197,1,17.04,17.04,0,,0.0283,0.0283,1
3202,1,39.46,39.46,0,,0.1218,0.1218,1
3206,2,34.9,17.45,False,0.0,0.0236,0.028,2
3207,4,68.64,17.16,0,0.0,0.0403,0.0734,1
3211,6,97.31,16.2183,0,0.0,0.0205,0.0265,1
3212,1,31.72,31.72,0,,0.047,0.047,1
3227,2,91.21,45.605,False,0.0,0.0718,0.0789,2
3234,1,81.43,81.43,False,0.0,0.0091,0.0091,1
3238,6,205.57,34.2617,0,0.0,0.0303,0.0602,2
3244,11,600.22,54.5655,0,0.0,0.1729,0.4219,3
3245,1,56.16,56.16,False,0.0,0.0,0.0,1
3252,1,178.49,178.49,False,0.0,0.195,0.195,1
3254,2,22.93,11.465,False,0.0,0.0668,0.1141,2
3271,3,127.55,42.5167,0,0.0,0.0243,0.0552,2
3274,1,0.86,0.86,True,1.0,0.5878,0.5878,1
3277,1,141.88,141.88,False,0.0,0.1781,0.1781,1
3286,1,13.31,13.31,False,0.0,0.0814,0.0814,1
3290,1,4.66,4.66,0,,0.0857,0.0857,1
3302,2,39.76,19.88,False,0.0,0.1088,0.1181,1
3306,3,154.41,51.47,0,0.0,0.0989,0.2101,3
3311,2,37.69,18.845,0,0.0,0.0205,0.0312,1
3312,10,544.71,54.471,0,0.0,0.1256,0.4526,7
3316,3,96.58,32.1933,0,0.0,0.0088,0.0265,1
3320,1,31.83,31.83,False,0.0,0.0561,0.0561,1
3325,1,28.58,28.58,False,0.0,0.0281,0.0281,1
3328,3,170.16,56.72,0,0.0,0.0515,0.0827,1
3335,1,9.75,9.75,False,0.0,0.0754,0.0754,1
3336,1,2.99,2.99,0,,0.0872,0.0872,1
3341,1,9.88,9.88,False,0.0,0.081,0.081,1
3344,2,90.05,45.025,0,0.0,0.0658,0.1067,1
3355,11,117.27,10.6609,0,0.0,0.0149,0.0285,1
3364,9,126.88,14.0978,0,0.0,0.0401,0.0687,1
3365,1,87.85,87.85,False,0.0,0.1012,0.1012,1
3367,1,40.76,40.76,False,0.0,0.0386,0.0386,1
3370,7,109.07,15.5814,0,0.0,0.0644,0.097,1
3374,2,53.04,26.52,0,0.0,0.0408,0.0476,1
3376,4,131.65,32.9125,0,0.0,0.0746,0.1123,1
3382,9,368.54,40.9489,0,0.0,0.0554,0.0944,3
3418,24,441.57,18.3988,0,0.0,0.0662,0.0953,1
3420,2,67.92,33.96,0,0.0,0.1162,0.1456,2
3444,4,456.24,114.06,0,0.0,0.139,0.4413,2
3449,1,157.03,157.03,False,0.0,0.2278,0.2278,1
3469,4,158.59,39.6475,0,0.0,0.1517,0.3881,2
3471,2,9.81,4.905,False,0.0,0.0313,0.0355,1
3472,3,109.03,36.3433,0,0.0,0.0335,0.0583,1
3493,9,81.36,9.04,0,0.0,0.0152,0.0351,1
3495,1,24.27,24.27,False,0.0,0.0642,0.0642,1
3500,1,12.89,12.89,False,0.0,0.0079,0.0079,1
3511,3,119.37,39.79,False,0.0,0.0419,0.0596,1
3517,1,13.16,13.16,False,0.0,0.1386,0.1386,1
3522,1,12.12,12.12,False,0.0,0.013,0.013,1
3523,1,1.68,1.68,False,0.0,0.0276,0.0276,1
3524,1,3.46,3.46,0,,0.0098,0.0098,1
3531,11,124.73,11.3391,0,0.0,0.0579,0.0903,2
3537,1,3.42,3.42,0,,0.0,0.0,1
3558,105,11616.08,110.6293,1,0.014084507042253521,0.2119,0.7331,99
3579,3,122.65,40.8833,0,0.0,0.0423,0.0904,2
3586,9,155.03,17.2256,0,0.0,0.0163,0.0269,1
3587,2,30.0,15.0,0,0.0,0.0181,0.0306,1
3602,1,78.36,78.36,0,,0.0927,0.0927,1
3606,2,50.19,25.095,False,0.0,0.0736,0.0883,1
3620,1,195.37,195.37,0,,0.0865,0.0865,1
3627,1,26.37,26.37,False,0.0,0.0079,0.0079,1
3632,5,308.16,61.632,0,0.0,0.0089,0.0156,1
3634,1,185.87,185.87,False,0.0,0.0264,0.0264,1
3637,5,404.25,80.85,0,0.0,0.0973,0.1455,5
3640,2,231.42,115.71,0,,0.0679,0.073,1
3654,3,371.28,123.76,False,0.0,0.126,0.1848,1
3658,3,30.31,10.1033,0,0.0,0.0398,0.0406,1
3668,5,80.91,16.182,0,0.0,0.1053,0.1263,2
3683,1,28.33,28.33,False,0.0,0.1535,0.1535,1
3699,1,18.37,18.37,0,,0.0697,0.0697,1
3701,1,8.31,8.31,0,,0.0861,0.0861,1
3714,1,3.94,3.94,False,0.0,0.0875,0.0875,1
3716,1,19.83,19.83,False,0.0,0.1979,0.1979,1
3725,1,83.6,83.6,0,,0.0479,0.0479,1
3730,2,10.44,5.22,False,0.0,0.0348,0.0408,1
3735,2,82.07,41.035,0,0.0,0.0614,0.0772,1
3742,3,115.96,38.6533,False,0.0,0.0704,0.0856,2
3754,1,26.28,26.28,False,0.0,0.1053,0.1053,1
3788,1,52.79,52.79,0,,0.0446,0.0446,1
3803,1,15.48,15.48,False,0.0,0.0661,0.0661,1
3805,3,266.38,88.7933,0,0.0,0.0278,0.0563,2
3808,1,15.04,15.04,False,0.0,0.0874,0.0874,1
3822,7,534.65,76.3786,0,0.0,0.19,0.3297,7
3829,7,216.41,30.9157,0,0.0,0.0435,0.0548,1
3831,14,555.38,39.67,0,0.0,0.0492,0.0968,2
3837,8,328.54,41.0675,0,0.0,0.0,0.0,2
3847,21,922.86,43.9457,0,0.0,0.0163,0.0511,1
3848,2,34.04,17.02,False,0.0,0.0858,0.098,1
3855,1,47.94,47.94,False,0.0,0.0308,0.0308,1
3875,1,418.15,418.15,False,0.0,0.1336,0.1336,1
3878,1,149.19,149.19,0,,0.0939,0.0939,1
3880,2,164.4,82.2,False,0.0,0.0869,0.112,1
3882,2,29.47,14.735,0,0.0,0.0674,0.0707,1
3884,2,56.53,28.265,False,0.0,0.0592,0.0646,1
3915,11,277.07,25.1882,0,0.0,0.0628,0.0944,1
3919,6,88.78,14.7967,0,0.0,0.006,0.0359,1
3946,1,233.95,233.95,False,0.0,0.1468,0.1468,1
3972,4,32.0,8.0,0,0.0,0.044,0.0975,1
3981,1,5.48,5.48,0,,0.0271,0.0271,1
3984,1,16.58,16.58,False,0.0,0.0683,0.0683,1
3985,1,1.93,1.93,False,0.0,0.0997,0.0997,1
